Person,Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Approx Suspended
Boston Groyper,America First,2022-06-07,Suspended,@Boston_Clown,,,,,,2022-06-07
Boston Groyper,America First,2022-06-10,Suspended,@Boston_Jok3r,1534214037038419970,,,,2022-06-07,2022-06-11
Boston Groyper,America First,2022-06-11,Suspended,@FleckBoston1,1532100644684939265,,,,2022-06-01,2022-06-07
Boston Groyper,America First,2022-06-21,Suspended,@AryanAwakened,,,,,,2022-06-21
Boston Groyper,America First,2022-06-24,Suspended,@AryanAwaken3d,,,,,,2022-06-24
Boston Groyper,America First,2022-06-26,Suspended,@BenJewpiro,,,,,,2022-06-26
Boston Groyper,America First,2022-07-01,Suspended,@EugenicsFren,,,,,,2022-07-01
Boston Groyper,America First,2022-07-02,Suspended,@Arthur_Fl3ck,,,,,,2022-07-02
Boston Groyper,America First,2022-07-13,Suspended,@arthurandmurray,,,,,,2022-07-13
Boston Groyper,America First,2022-07-15,Suspended,@FleckAryan,,,,,,2022-07-15
Boston Groyper,America First,2022-07-16,Suspended,@FrenDepartment,,,,,,2022-07-16
Boston Groyper,America First,2022-07-17,Suspended,@WafersCombi,,,,,,2022-07-17
Boston Groyper,America First,2022-07-22,Suspended,@BoomerWaffle,,,,,,2022-07-22
Boston Groyper,America First,2022-09-04,Suspended,@Supermicroft,,,,,,
Boston Groyper,America First,2022-10-05,Suspended,@AwakenedAryan90,,,,,,2022-10-05
Boston Groyper,America First,2022-10-31,Suspended,@BostonFr3n,,,,,,2022-11-01
Boston Zoomer,America First,2022-04-13,Suspended,@masszoomer,1245095041095413763,,,,2020-03-31,2022-04-13
Boston Zoomer,America First,2022-04-30,Suspended,@BostonZoomer7,1495791304600694789,Boston Fren ,514,,2022-02-21,2022-05-01
Boston Zoomer,America First,2022-05-03,Suspended,@zoomer2MA,1291648642894487553,BostonFrenMA,300,,2020-08-07,2022-05-04
Boston Zoomer,America First,2022-05-05,Suspended,@PunishedBZ,1510645043920527365,,,,2022-04-03,2022-05-05
Boston Zoomer,America First,2022-05-19,Suspended,@BayZoomer,1524024903384678409,,,,2022-05-10,2022-05-19
Boston Zoomer,America First,2022-05-20,Suspended,@AlexZoomer7,1527255274536550401,BZ,56,,2022-05-19,2022-05-22
Boston Zoomer,America First,2022-05-26,Suspended,@BZMass,1528367760664846337,,,,2022-05-22,2022-05-25
Boston Zoomer,America First,2022-05-27,Suspended,@BigFren4,,,,,,2022-05-27
Boston Zoomer,America First,2022-05-29,Suspended,@FrenlyBZ,,,,,,2022-05-29
Boston Zoomer,America First,2022-06-14,Suspended,@BZ_Mass,,,,,,2022-06-14
Boston Zoomer,America First,2022-06-14,Suspended,@FrenlyGroypBO,1531426819697782784,,,,2022-05-30,2022-06-10
Boston Zoomer,America First,2022-06-16,Suspended,@TommyB0y1488,,,,,,
Boston Zoomer,America First,2022-06-20,Suspended,@AryanAwak3ning,,,,,,2022-06-20
Boston Zoomer,America First,2022-06-25,Suspended,@BostonXi,,,,,,2022-06-25
Boston Zoomer,America First,2022-06-28,Suspended,@BostonZoomer,,,,,,2022-06-28
Boston Zoomer,America First,2022-07-07,Suspended,@MinionsBz,,,,,,2022-07-07
Boston Zoomer,America First,2022-07-16,Suspended,@MassEmperorBZ,,,,,,2022-07-16
Boston Zoomer,America First,2022-07-20,Suspended,@SomeGuyFromMA,,,,,,2022-07-20
Boston Zoomer,America First,2022-07-22,Suspended,@cccpzoomer,,,,,,2022-07-22
Boston Zoomer,America First,2022-07-26,Suspended,@PunishedMassZmr,,,,,,2022-07-26
Boston Zoomer,America First,2022-07-28,Suspended,@FrenlyMAfren,,,,,,2022-07-28
Boston Zoomer,America First,2022-07-29,Suspended,@BZgang2024,,,,,,2022-07-29
Boston Zoomer,America First,2022-08-30,Suspended,@BostonZoomer04,,,,,,
Boston Zoomer,America First,2022-10-29,Suspended,@pyschobz1949,,,,,,2022-10-30
Boston Zoomer;Boston Groyper,America First,2022-05-25,Suspended,@MASZOOM88,1529449170620268545,BOSZOO,73,,2022-05-25,2022-05-31
Braap Groyp,America First,2019-12-19,Suspended,@braapgroyp,1184487512473030668,,,,2019-10-16,2019-12-19
Braap Groyp,America First,2022-05-01,Suspended,@BraapGroyper,1518676964156100609,,,,2022-04-25,2022-05-01
Bran Flakes,America First,2022-06-25,Suspended,@CHBarnaclechips,,,,,,2022-06-25
Bran Flakes,America First,2022-07-02,Suspended,@HotSauceGroyper,1464563093296537602,Volcano Sauce Groyper,19,50,2021-11-27,2022-07-03
Branflakes,America First,2021-12-07,Suspended,@branflakes5000,1463672038414077955,bran flakes,362,,2021-11-25,2021-12-02
Branflakes,America First,2022-03-21,Suspended,@branflakes6000,1491455560545357832,Branflakes,215,,2022-02-09,2022-03-20
Branflakes,America First,2022-05-16,Suspended,@BranFlakes5000_,1518972846856359940,BranFlakes5000,59,,2022-04-26,2022-05-22
Breeze,America First,2020-10-05,Suspended,@BreezeAF,,,,,,2020-10-05
Breeze,America First,2022-05-05,Suspended,@breeze_groyp,1501996796519895042,Breezewood Groyper,613,,2022-03-10,2022-05-06
Breeze,America First,2022-06-05,Suspended,@breeeeezly,1356761608043823104,,,,2021-02-03,2022-06-06
Breeze,America First,2022-06-06,Suspended,@Breezer7000,774393750453825536,,,,,2022-06-06
Breeze,America First,2022-06-10,Suspended,@breeeeeeezly,1533903188314796032,,,,2022-06-06,2022-06-06
Breeze,America First,2022-06-12,Suspended,@breeeeeeeezly,,,,,,2022-06-10
Breeze,America First,2022-06-13,Suspended,@breeeezzly,1535323469172424704,,,,2022-06-07,
Breeze,America First,2022-06-13,Suspended,@cantbanbreezy,1519305292135256066,,,,2022-04-27,2022-06-12
Breeze,America First,2022-06-15,Suspended,@br33zlyy,,,,,,
Breeze,America First,2022-06-25,Suspended,@disinfo_guy,,,,,,2022-06-25
Breeze,America First,2022-08-16,Suspended,@AmPeopleUnion,,,,,,2022-08-16
Breeze,America First,2022-08-16,Suspended,@HotelCoffeee,,,,,,2022-08-16
Breeze,America First,2022-09-13,Suspended,@DontBanBreezy,,,,,,2022-09-13
Brit Zoomer,America First,2021-06-07,Suspended,@BritZoomer,1389687623699030016,,,,2021-05-04,2021-06-07
Brit Zoomer,America First,2022-06-06,Suspended,@glozy_glen,1489356909245345797,,,,2022-02-03,2022-06-06
Brob,America First,2022-06-09,Suspended,@brobchan,,,,,,
Brob,America First,2022-08-19,Suspended,@CirnoTemplar,,,,,,2022-08-19
Buff Incel,America First,2022-06-15,Suspended,@buffincel,,,,,,2021-02-21
Buff Incel,America First,2022-06-15,Suspended,@buffincel1000,1518708995103502336,,,,2022-04-25,2022-06-15
Cannibal Kevin,America First,2022-09-23,Suspended,@kevinrevived,,,,,,
Cannibal Kevin,America First,2022-09-26,Suspended,@PsychoAnton,,,,,,2022-09-26
Cannibal Kevin,America First,2022-09-30,Suspended,@AbsoluteTyler,,,,,,2022-09-30
Carson,America First,2022-02-23,Suspended,@carsonwolfreal,,,,,,
Carson,America First,2022-06-19,Suspended,@realcarsonhwolf,,,,,,2022-06-19
Catholic Groyper,America First,2021-09-30,Suspended,@CatholicGroyper,,,,,,
Catholic Groyper,America First,2022-08-24,Suspended,@GroyperFunny,,,,,,2022-08-24
Catholic Groyper,America First,2022-11-28,Suspended,@Based_Catholic,,,,,,2022-11-28
Censored Nate,America First,2021-11-02,Suspended,@pxl0101,1237175438612533249,Nate ,,,2022-02-23,2022-02-23
Censored Nate,America First,2022-05-03,Suspended,@pxl0101dotcom,,,,,,2022-05-04
Champion W Patriot,America First,2022-06-04,Suspended,@esotericchungus,,,,,,2022-06-04
Champion W Patriot,America First,2022-06-06,Suspended,@Patriotic_CW,,,,,,2022-06-06
Champion W Patriot,America First,2022-06-11,Suspended,@CWthePatriot,,,,,,2022-06-11
Champion W Patriot,America First,2022-06-16,Suspended,@ChampWPatriot,,,,,,
Cheesyzoomer,America First,2022-05-11,Suspended,@cheesyzoomer,1473052093212725253,Cheesyzoomer ,123,,2021-12-20,2022-05-26
Cheesyzoomer,America First,2022-09-12,Suspended,@cheesyzoomer7,,,,,,2022-09-12
Chelsea FC,America First,2022-05-30,Suspended,@ChelseaFCincel,1530272785242673155,,,,2022-05-27,2022-05-30
Chelsea FC,America First,2022-06-01,Suspended,@ChelseaFC1ncel,,,,,,2022-06-01
Chemist Groyper,America First,2021-08-24,Suspended,@Ch3mgroyp,1376737990337302530,Chem Groyp,682,,2021-03-29,2021-08-31
Chemist Groyper,America First,2022-01-30,Not Available,@Ch3m1st_Gr0yper,1481384806902636551,8bit Chemist Groyper,236,,2022-01-12,
Chemist Groyper,America First,2022-03-24,Suspended,@8bitChemGroyp,1506807961242456070,8bit Chemist Gr0yper,123,,2022-03-24,2022-03-24
Chemist Groyper,America First,2022-04-20,Not Available,@notachemgroyp,1516890166706806784,NotChem Groyp,78,,2022-04-20,2022-04-22
Chemist Groyper,America First,2022-04-25,Suspended,@MaybeChemGroyp,1518701745911836674,Chemist Groyper,334,,2022-04-25,2022-04-26
Chemist Groyper,America First,2022-04-27,Suspended,@Mayb3ChemGr0yp,1518983176110190593,Possibly Ch3mGr0yp ,314,,2022-04-26,2022-04-29
Chemist Groyper,America First,2022-05-03,Suspended,@mysteryphrog726,1520846929235787776,Ch3m_Gr0yp3r,266,,2022-05-01,2022-05-04
Chemist Groyper,America First,2022-05-05,Suspended,@myst3ryphr0g186,1521961949160165376,Ch3mGr0yp3r ,325,,2022-05-04,2022-05-06
Chemist Groyper,America First,2022-05-15,Suspended,@myst3ryfr0g73,,,,,,2022-05-15
Chemist Groyper,America First,2022-05-21,Suspended,@myst3ryfr0g7162,1527750218804080640,Ch3mGr0yp3r,197,,2022-05-20,2022-05-22
Chemist Groyper,America First,2022-05-23,Suspended,@unbannedphr0g,,,,,,2022-05-23
Chemist groyper,America First,2022-05-26,Suspended,@ch3mgr0yp3r826,1528799231112257537,,,,2022-05-23,2022-05-25
Chemist groyper,America First,2022-05-26,Suspended,@Notaphr0g836,1529529960012165122,Ch3m Gr0yp ,152,,2022-05-25,2022-05-26
Chemist Groyper,America First,2022-05-28,Suspended,@anotherphrog816,,,,,,2022-05-31
Chemist Groyper,America First,2022-05-31,Suspended,@anotherCG_727,1531034519767339008,,,,2022-05-29,2022-05-31
Chemist Groyper,America First,2022-05-31,Suspended,@CG_rapist772,1532095524152614912,,,,2022-06-01,2022-06-06
Chemist Groyper,America First,2022-06-01,Suspended,@rapistphrog836,,,,,,2022-06-01
Chemist Groyper,America First,2022-06-11,Suspended,@rapist_phrog173,1534239422052372480,,,,2022-06-07,2022-06-08
Chemist Groyper,America First,2022-06-13,Suspended,@another_phrog82,,,,,,2022-06-11
Chemist Groyper,America First,2022-06-13,Suspended,@CG_respawn644,1535674960571670531,,,,2022-06-07,2022-06-13
Chemist Groyper,America First,2022-06-15,Suspended,@new_phrog726,,,,,,2022-06-15
Chemist Groyper,America First,2022-06-16,Suspended,@CG_phrog54,,,,,,
Chemist Groyper,America First,2022-06-19,Suspended,@anon_phrog56,,,,,,2022-06-19
Chemist Groyper,America First,2022-06-21,Suspended,@covertphrog82,,,,,,2022-06-21
Chemist Groyper,America First,2022-06-27,Suspended,@CG_frogg353,,,,,,2022-06-27
Chemist Groyper,America First,2022-06-28,Suspended,@glemist_gloyper,,,,,,2022-06-28
Chemist Groyper,America First,2022-07-06,Suspended,@retard_fr0g727,,,,,,2022-07-06
Chemist Groyper,America First,2022-07-26,Suspended,@punishedphrog73,,,,,,2022-07-26
Chemist Groyper,America First,2022-08-07,Suspended,@frenlyfren726,,,,,,2022-08-07
Chemist Groyper,America First,2022-08-20,Suspended,@an0ther_CG,,,,,,2022-08-20
Chemist Groyper,America First,2022-10-10,Suspended,@mysteryfr3n183,,,,,,2022-10-10
Chemist Groyper,America First,2022-11-28,Suspended,@chemistgr0yper,,,,,,2022-11-28
Chemist Groyper,America First,2022-11-28,Suspended,@ChemistGroyp3r,,,,,,2022-11-28
Chemist Groyper,America First,2022-12-12,Suspended,@deepfakephrog,,,,,,2022-12-12
Chicken Lean,America First,2022-05-29,Suspended,@Chicken_fren,961007444,,,,,2022-05-29
Chicken Lean,America First,2022-06-05,Suspended,@Chicken__Fren,1530920463983058946,,,,2022-05-29,2022-06-06
Chief Trumpster,America First,2021-08-18,Suspended,@chief_trumpster,1426384476465156096,,,,2021-08-13,2021-08-18
Chief Trumpster,America First,2022-04-26,Suspended,@cozychief,1518740394980294656,Chief Trumpster,268,,2022-04-25,2022-04-28
Chief Trumpster,America First,2022-04-27,Suspended,@PoliticsChief,1468065326709436417,ChiefTrumpPolitics,867,,2021-12-06,2022-04-28
Chief Trumpster,America First,2022-05-25,Suspended,@new_fren,1521315730448343040,,,,2022-05-02,2022-05-25
Chief Trumpster,America First,2022-05-28,Suspended,@ChiefTrumpster1,,,,,,2022-05-28
Chief Trumpster,America First,2022-05-31,Suspended,@ChiefTrumpster2,1530916989409140736,,,,2022-05-29,2022-05-31
Chief Trumpster,America First,2022-06-01,Suspended,@SquidwardHouse1,1531691529273856001,Squidward's Tiki (Chief Trumpster),166,,2022-05-31,2022-06-02
Chief Trumpster,America First,2022-06-19,Suspended,@ChiefTrumpster0,,,,,,2022-06-19
Chief Trumpster,America First,2022-07-29,Suspended,@ChiefTrumpFan,,,,,,2022-07-29
Chief Trumpster,America First,2022-10-29,Suspended,@RaisedRightNews,,,,,,2022-10-30
Chief Trumpster,America First,2022-11-14,Suspended,@littlecozyfren,,,,,,2022-11-14
Chief Trumpster,America First,2022-11-28,Suspended,@ChiefRespawner,,,,,,2022-11-28
Chikage Groyper,America First,2022-04-10,Suspended,@ChikageGroyper,1193890268770193408,,,,2019-11-11,2022-04-10
Chikage Groyper,America First,2022-06-04,Suspended,@ChikageIncel,1516790952555388928,,,,2022-04-20,2022-06-04
Chilli Heaven,America First,2022-05-26,Suspended,@CoolinHeaven1,1415506013000667136,,,,2021-07-14,2021-11-10
Chilli Heaven,America First,2022-05-26,Suspended,@HeavenInBased,1469106555975000064,ChilliHeaven,483,,2021-12-09,2022-05-26
Chilli Heaven,America First,2022-06-01,Suspended,@realHIB,1530014946280370176,BasedInHeaven,80,,2022-05-26,2022-06-02
Chilli Heaven,America First,2022-06-06,Suspended,@TheRealHiboman,,,,,,2022-06-06
Chilli Heaven,America First,2022-06-09,Suspended,@TheRealHIB,1533253232151207936,,,,2022-06-02,2022-06-09
Chung,America First,2020-07-26,Suspended,@GroyperZoomer,1457820115,,,,,
Chung,America First,2022-05-05,Suspended,@GloyperPatriot,1499437355631095812,chung ,283,,2022-03-03,2022-05-06
Chung,America First,2022-06-05,Suspended,@ChungyPatriot,1529669132441989120,,,,2022-05-25,2022-06-05
Coffee Cel,America First,2021-03-12,Suspended,@CoffeeCel,,,,,,2021-03-12
Coffee Cel,America First,2022-06-25,Suspended,@DarkCoffeeCel,,,,,,2022-06-25
Coffee Cel,America First,2022-08-23,Suspended,@I_Love_coffeex2,,,,,,2022-08-23
Coffee Cel,America First,2022-10-10,Suspended,@CoffeLover60000,,,,,,2022-10-10
Coffee Cel,America First,2022-11-10,Suspended,@coffeefan08,,,,,,2022-11-10
Colorado Groyper,America First,2022-07-23,Suspended,@MangaSkipper,,,,,,2022-07-24
Comfy Party,America First,2022-02-04,Suspended,@punishedparty,1466198486752403458,/Comfy/Party,671,,2021-12-02,2022-02-09
Comfy Party,America First,2022-02-12,Suspended,@siestafiesta420,1491598925517795329,/Comfy/,342,,2022-02-09,2022-02-12
Comfy Party,America First,2022-05-30,Suspended,@comfyfugitive,1492916192742453248,Formerly Known as Comfy,1063,,2022-02-13,2022-05-31
Comfy Party,America First,2022-06-02,Suspended,@immortalcomfy,1531729617593180162,Immortal Comfy,138,,2022-05-31,2022-06-02
Comfy Party,America First,2022-06-11,Suspended,@CumFeePaid,1533251970479411200,,,,2022-06-02,2022-06-07
Comfy Party,America First,2022-06-11,Suspended,@RohypnolPro,,,,,,2022-06-11
Comfy Party,America First,2022-06-18,Suspended,@comfypoaster,,,,,,2022-06-18
Comfy Party,America First,2022-06-23,Suspended,@PinochetTopGuy,,,,,,2022-06-23
Conventional Gamer,America First,2022-07-02,Suspended,@conventionalgmr,1528545300532580353,conventional gamer,61,892,2022-05-22,2022-07-03
CoolGroyper,America First,2022-05-23,Suspended,@CoolGroyper,,,,,,
CoolGroyper,America First,2022-05-23,Suspended,@CoolGroyper1,1526965957482127363,,,,2022-05-18,2022-05-23
Cozy Fren,America First,2021-01-29,Suspended,@CozyFren1,1307232897569619968,CozyFren,1341,,2020-09-19,2021-01-29
Cozy Fren,America First,2022-06-08,Suspended,@cozyfwen,,,,,,2022-06-08
Cozy Fren,America First,2022-08-30,Suspended,@WSettius,,,,,,2022-08-30
Cozy Percival,America First,2022-06-08,Suspended,@percival_doog,,,,,,2022-06-08
Cozy Percival,America First,2022-06-18,Suspended,@gigafloppa,,,,,,2022-06-18
Crypto Zoomer,America First,2021-10-12,Suspended,@CryptoZoomer,1273305486222413826,,,,2020-06-17,2021-10-12
Crypto Zoomer,America First,2022-05-10,Suspended,@Crypt0Zoomer,1518792011981090816,,,,2022-04-25,2022-05-10
Cumfartgroyper,America First,2022-10-17,Suspended,@FartGroyper2000,,,,,,2022-10-17
Cumfartgroyper,America First,,Suspended,@cumfartgroyper,,,,,,
CW Patriot,America First,2022-06-18,Suspended,@CWVictim,,,,,,2022-06-18
CW Patriot,America First,2022-06-21,Suspended,@CharismaticWin,,,,,,2022-06-21
CW Patriot,America First,2022-06-23,Suspended,@LoserUnlikable,,,,,,2022-06-23
CW Patriot,America First,2022-06-29,Suspended,@HatedAbused,,,,,,2022-06-29
CW Patriot,America First,2022-07-05,Suspended,@LovedAdored1,,,,,,2022-07-05
CW Patriot,America First,2022-07-06,Suspended,@CrazyWacko2,,,,,,2022-07-06
CW Patriot,America First,2022-07-12,Suspended,@RalphSoldier,,,,,,2022-07-12
CW Patriot,America First,2022-07-15,Suspended,@CharmingWhimsy,,,,,,2022-07-15
CW Patriot,America First,2022-07-16,Suspended,@saneuser224,,,,,,2022-07-16
CW Patriot,America First,2022-07-20,Suspended,@having_problems,,,,,,2022-07-20
CW Patriot,America First,2022-07-26,Suspended,@firststare300,,,,,,2022-07-26
CW Patriot,America First,2022-07-28,Suspended,@despondentfan12,,,,,,2022-07-28
CW Patriot,America First,2022-08-06,Suspended,@cwutefren,,,,,,2022-08-06
CW Patriot,America First,2022-08-23,Suspended,@curiousfrenly,,,,,,2022-08-23
CW Patriot,America First,2022-08-24,Suspended,@cweativeguy,,,,,,2022-08-24
CW Patriot,America First,2022-08-25,Suspended,@cwazygoy,,,,,,2022-08-25
CW Patriot,America First,2022-09-08,Suspended,@cweepyguy,,,,,,2022-09-08
CW Patriot,America First,2022-09-21,Suspended,@abusevictim01,,,,,,2022-09-21
CW Patriot,America First,2022-10-03,Suspended,@no1rllycares22,,,,,,2022-10-04
CW Patriot,America First,2022-11-02,Suspended,@cheerfulfwen,,,,,,2022-11-03
CW Patriot,America First,2022-11-14,Suspended,@WizardClout,,,,,,2022-11-14
CW Patriot,America First,2022-11-21,Active,@TrumpsChamp,,,,,,
CW Patriot,America First,2022-12-08,Suspended,@YeChamp24,,,,,,2022-12-08
Dairy Gentleman,America First,2022-10-18,Suspended,@dairygentleman,,,,,,
Dairy Gentleman,America First,2022-10-28,Suspended,@groyper_milk,,,,,,2022-11-01
Dairy Gentleman,America First,2022-11-21,Suspended,@1984frfr,,,,,,2022-11-21
Dalton Clodfelder,America First,2022-06-02,Suspended,@JamesTheGroypa,1532554040906850309,James,134,,2022-06-02,2022-06-03
Dalton Clodfelder,America First,2022-08-30,Suspended,@ReactionaryLive,,,,,,2022-08-30
Dalton Clodfelter,America First,2022-05-26,Suspended,@fakecel123,1527449317253996546,Dalton Clodfelter,1411,,2022-05-19,2022-05-26
Dalton Clodfelter,America First,2022-05-26,Suspended,@paleocon_dalton,1386002827663847425,,,,2021-04-24,2021-12-04
Dalton Clodfelter,America First,2022-05-29,Suspended,@pajamasam1000,1529825307158450176,PajamaSam1000,792,,2022-05-26,2022-05-31
Dalton Clodfelter,America First,2022-06-08,Suspended,@CozytvMug,,,,,,2022-06-08
Dalton Clodfelter,America First,2022-10-26,Suspended,@Getklinefelted,,,,,,
Dalton Clodfelter,America First,2022-10-28,Suspended,@daltonreborn,,,,,,2022-11-01
Dalton Clodfelter,America First,2022-10-29,Suspended,@TheClodfelter,,,,,,2022-10-29
Dalton Clodfelter,America First,2022-11-21,Active,@TRightDissident,,,,,,
Dark Autism,America First,2022-05-20,Suspended,@returnedautism,,,,,,
Dark Autism,America First,2022-09-13,Suspended,@returnedam,,,,,,2022-09-13
Dark Autism,America First,2022-09-15,Suspended,@returnedmax,,,,,,2022-09-15
Dark Autism,America First,2022-09-24,Suspended,@neo_autist,,,,,,2022-09-24
Dark Autism,America First,2022-10-03,Suspended,@omniautist,,,,,,2022-10-03
Dark Autism,America First,2022-10-26,Suspended,@NervousAutist,,,,,,2022-10-26
Dark Autism,America First,2022-10-28,Suspended,@autist__bro,,,,,,2022-11-01
Dark Autism,America First,2022-11-03,Suspended,@bro_autist,,,,,,2022-11-03
Dark Autism,America First,2022-11-30,Suspended,@NotAnAutist2,,,,,,2022-11-30
Dezert Fox,America First,2022-05-28,Suspended,@The_Dezert_Fox,,,,,,2022-05-29
Dezert Fox,America First,2022-05-29,Suspended,@Dezert_Fox,539169589,,,,,
Dixie Groyper,America First,2022-05-28,Suspended,@goldenboyss2,1500228623722287112,,,,2022-03-05,2022-05-29
Dixie Groyper,America First,2022-05-29,Suspended,@goldenboyss1,,,,,,2019-02-06
Doffy,America First,2022-06-01,Suspended,@woofsterkun69,1529534968170438657,,,,2022-05-25,2022-06-01
Doffy,America First,2022-06-06,Suspended,@ChudDoffy,1532198452943327235,,,,2022-06-01,2022-06-06
Doffy,America First,2022-06-08,Suspended,@muffin_sandwich,,,,,,2022-06-08
Doffy,America First,2022-06-22,Suspended,@BabyMarika69,,,,,,2022-06-22
Doffy,America First,2022-06-23,Suspended,@BigBallsHaver,,,,,,2022-06-23
Doffy,America First,2022-07-12,Suspended,@dongerkun69,,,,,,
Doffy,America First,2022-07-12,Suspended,@Dongerookun69,,,,,,2022-07-12
Doffy,America First,2022-08-09,Suspended,@Not69doffy,,,,,,2022-08-09
Doffy,America First,2022-09-21,Suspended,@Flaming51848532,,,,,,2022-09-21
Doffy Chan,America First,2022-04-23,Suspended,@DoffyChanReturn,,,,,,2022-04-23
Doffy Chan,America First,2022-04-23,Suspended,@Toaster3Muffin,1498406654710321153,,,,2022-02-28,2022-04-23
Dondo,America First / Racist troll,2022-03-15,Suspended,@Dondodonzo,1473426581020413960,Dondo,1066,,2021-12-21,2022-03-16
Doog,America First,2022-05-10,Suspended,@DoogFrens,1518786720778440704,,,,2022-04-25,2022-05-10
Doog,America First,2022-05-10,Suspended,@TheVFDoog,,,,,,2022-05-10
Doog,America First,,Suspended,@MisterDoog,,,,,,
Douchebag,America First,2022-05-25,Suspended,@HyruleanSaint,1525908730474381314,Douchebag,44,,2022-05-15,2022-05-26
Douchebag,America First,2022-05-26,Suspended,@saint_dbag,,,,,,2021-11-05
Douchebag,America First,2022-06-17,Suspended,@niggerbaIlz,,,,,,2022-06-17
Douchebag,America First,2022-06-19,Suspended,@niggerraper69,,,,,,2022-06-19
DrafNat,America First,2021-12-23,Suspended,@drafnatAF,1468054406654754816,drafnat,96,,2021-12-07,2021-12-23
DrafNat,America First,2022-03-09,Suspended,@drafnatgroyper,1479654887017299969,drafnat,242,,2022-01-07,2022-03-10
DrafNat,America First,2022-03-11,Suspended,@drafnatfren,1502100908678778882,drafnat,109,,2022-03-11,2022-03-11
DrafNat,America First,2022-03-13,Suspended,@drafnatt,1502405123837988869,d r a f n a t,176,,2022-03-11,2022-03-14
DrafNat,America First,2022-03-17,Suspended,@dhfrog1,1504181397833011200,draf,68,,2022-03-16,2022-03-17
DrafNat,America First,2022-03-18,Suspended,@whiteguyo7,1504541168499146764,dr*fn*t,73,,2022-02-17,2022-03-18
DrafNat,America First,2022-03-27,Suspended,@dochnat,1507046298838573068,draf-nat,56,,2022-02-24,2022-03-28
Drafnat,America First,2022-04-27,Suspended,@outlawfrog_,1512945896702582784,drafnat,316,,2022-04-09,2022-04-28
Drafnat,America First,2022-04-30,Suspended,@natdraf_,1519771649591156738,drafnat,265,,2022-04-28,2022-05-01
Drafnat,America First,2022-05-03,Suspended,@tanfard,1520765283698360324,draf,163,,2022-05-01,2022-05-04
Drafnat,America First,2022-05-05,Suspended,@drafnat,439373269,,,,,2022-05-05
Drafnat,America First,2022-05-28,Suspended,@draferAF,1530204730315644933,,,,2022-05-27,2022-05-29
Drafnat,America First,2022-05-29,Suspended,@wwgroyp,1529462227404787716,,,,2022-05-25,2022-05-27
Drafnat,America First,2022-05-30,Suspended,@drafingAF,1530895443869179904,drafing ,144,,2022-05-29,2022-05-31
Drafnat,America First,2022-06-01,Suspended,@drafedAF,1531618374232555521,,,,2022-05-31,2022-06-01
Drafnat,America First,2022-06-02,Suspended,@drafnatnitro,1532016516488626177,draf,117,,2022-06-01,2022-06-02
Drafnat,America First,2022-08-10,Suspended,@d_r_a_f_n_a_t,,,,,,2022-08-10
Drafnat,America First,2022-08-11,Suspended,@whitecowboy_,,,,,,2022-08-11
Drugcel,America First,2020-10-19,Suspended,@drugcel,1105663715947339776,trashwave,1456,,2019-03-13,2020-05-16
Drugcel,America First,2022-06-02,Suspended,@drugcelibate,1531518257408131072,baby,213,,2022-05-31,2022-06-03
Drugcel,America First,2022-11-28,Suspended,@guywithadog77,,,,,,2022-11-28
Duke Puke Groyp,America First,2022-10-10,Suspended,@DukePukeZoomer,,,,,,2022-10-10
Duke Puke Groyp,America First,2022-10-17,Suspended,@YeLovesGod,,,,,,2022-10-17
Easton Broadcast YT,America First,2022-09-01,Suspended,@brdcastyt,,,,,,2022-09-02
Easton Broadcast YT,America First,2022-09-21,Suspended,@BroadcastEaston,,,,,,
EDF,America First,2022-03-21,Suspended,@erectionfren,1484018285121265664,Erectile Dysfunction Fren,374,,2022-01-19,2022-03-21
EDF,America First,2022-03-30,Suspended,@punishededf,1506767789687721984,punished ED fren,294,,2022-03-23,2022-03-30
Elden Daddy,America First,2022-05-25,Suspended,@EldenDaddy,1527764676326699008,,,,2022-05-20,2022-05-25
Elden Daddy,America First,2022-05-25,Suspended,@GoodTradDad,740972829257043969,,,,,2022-05-18
Eldian Nationalist,America First,2022-05-29,Suspended,@Wr1t1ngIsHardXD,1313616141756096515,,,,2020-10-06,2021-02-18
Eldian Nationalist,America First,2022-05-29,Suspended,@Yeagerist6000,1519021291331887104,,,,2022-04-26,2022-05-28
Eldian Nationalist,America First,2022-06-10,Suspended,@EldianGroyper,1534235562126757888,,,,2022-06-07,2022-06-11
Eldian Nationalist,America First,2022-06-22,Suspended,@Flochwasright1,,,,,,2022-06-22
Eldian Nationalist,America First,2022-07-16,Suspended,@ErensTopGuy,,,,,,2022-07-16
Eldian Nationalist,America First,2022-07-25,Suspended,@JoeBrandon1488,,,,,,2022-07-25
Eldian Nationalist,America First,2022-07-28,Suspended,@SeriousUserBtw,,,,,,2022-07-28
Eldian Nationalist,America First,2022-07-31,Suspended,@IslandDevil08,,,,,,2022-07-31
Eldian Nationalist,America First,2022-08-03,Suspended,@Eldiannat08,,,,,,2022-08-03
Eldian Nationalist,America First,2022-08-09,Suspended,@jeagerist6000,,,,,,2022-08-10
Eldian Nationalist,America First,2022-08-17,Suspended,@tempestgroyper,,,,,,2022-08-17
Eldian Nationalist,America First,2022-08-18,Suspended,@GunterBiden,,,,,,2022-08-18
Eldian Nationalist,America First,2022-08-21,Suspended,@topGroyper,,,,,,2022-08-21
